a,b,x,y,a,b,x,y
2,93,1842548316,-1685784428,2,93,-907420464,-1993384795
2,94,798587408,-1972984719,2,94,484680593,-1408912757
2,94,798587408,-1972984719,2,94,1712618426,-2126054994
2,94,1184682487,957925292,2,94,484680593,-1408912757
2,94,1184682487,957925292,2,94,1712618426,-2126054994
3,0,941028729,1937297571,3,0,-2025628568,-1832735551
3,0,164039954,1830781726,3,0,-2025628568,-1832735551
3,1,1698929967,207989873,3,1,-181248842,-174670929
3,1,1698929967,207989873,3,1,-1580811933,-1924520466
3,2,-167147250,-1231172785,3,2,-831603372,-69319863
3,3,1524265524,-152653981,3,3,-475328273,1554602119
3,3,1524265524,-152653981,3,3,59566344,561081928
3,3,1524265524,-152653981,3,3,-677571396,-1308916731
3,3,637984903,1929034276,3,3,-475328273,1554602119
3,3,637984903,1929034276,3,3,59566344,561081928
3,3,637984903,1929034276,3,3,-677571396,-1308916731
3,3,-792466227,-405467175,3,3,-475328273,1554602119
3,3,-792466227,-405467175,3,3,59566344,561081928
3,3,-792466227,-405467175,3,3,-677571396,-1308916731
3,6,-1696940652,-490757099,3,6,-1647150761,-991632331
3,6,-1696940652,-490757099,3,6,310242532,-1835555445
3,6,-1696940652,-490757099,3,6,-1954704932,709836559
3,6,-1696940652,-490757099,3,6,-1924535810,-576840492
3,6,1418265219,-346417806,3,6,-1647150761,-991632331
3,6,1418265219,-346417806,3,6,310242532,-1835555445
3,6,1418265219,-346417806,3,6,-1954704932,709836559
3,6,1418265219,-346417806,3,6,-1924535810,-576840492
3,8,1798681560,872504707,3,8,2015004176,455917345
3,10,-1874017018,1016670400,3,10,1913230311,95535722
3,11,-275586365,-1810506790,3,11,800336713,827083127
3,11,-275586365,-1810506790,3,11,-2026411258,-830077597
3,12,-1405581463,985783384,,,,
3,12,-1376143181,-331395298,,,,
3,16,1849379587,-1684406555,,,,
3,16,-1577675908,-1102657611,,,,
3,20,-1029169024,-1078046520,,,,
3,20,1285856627,-1846176944,,,,
3,21,1713505338,-175891004,,,,
3,21,-1041337240,493167932,,,,
3,26,1971419590,-325323426,,,,
3,26,458442382,646347083,,,,
3,31,1023619700,-1552815891,,,,
3,31,23588360,-687288466,,,,
3,31,1358252123,1765393019,,,,
3,32,-1630451344,-28270308,,,,
3,32,1746780312,1351660441,,,,
3,33,1406131335,-1244598830,,,,
3,37,950186628,811918682,,,,
3,38,-2119799331,1044330203,,,,
3,38,1125515523,30925987,,,,
3,39,-2128804602,-612382657,,,,
3,40,-1823981553,1015294531,,,,
3,40,-1369255764,-364699393,,,,
3,40,-1904340809,2010562523,,,,
3,47,-1478825872,901769532,,,,
3,47,115427774,-1879243804,,,,
3,48,-1098074428,798116948,,,,
3,51,2084114561,-437085250,,,,
3,63,1822074592,627590895,,,,
3,63,-2092856494,1827952543,,,,
3,63,-275876069,329622339,,,,
3,63,2102212152,1352458122,,,,
3,65,-736589004,-2131556232,,,,
3,66,1335514038,64442973,,,,
3,66,-658109121,414839734,,,,
,,,,3,17,-1259414138,2006662619
,,,,3,29,2141759839,468589113
,,,,3,29,-432102688,-211711747
,,,,3,42,-1239480253,1869340715
,,,,3,46,-1644947913,1897956962
,,,,3,52,170143949,1826750644
,,,,3,60,24627434,-595525149
,,,,3,60,368163723,-82086100
,,,,3,61,-155894440,256913619
,,,,3,64,794431829,1941903887
,,,,3,67,104514421,285684730
3,11,-275586365,-1810506790,3,11,-2036848679,1827259353
3,13,1841728672,-1477269565,3,13,-275541606,151826816
3,14,-1348631566,278396513,3,14,1638357665,-1289275925
3,19,552716079,-632240158,3,19,-269617138,1738155900
3,19,1854657624,1062259605,3,19,-269617138,1738155900
3,23,-314829127,382967975,3,23,1658845900,-686935644
3,25,-1285566106,-1075540504,3,25,-1813523112,2037461128
3,27,1636796957,-1568592608,3,27,-1710089826,-1350894960
3,27,-1111710416,-698127532,3,27,-1710089826,-1350894960
3,28,-556157388,1663807059,3,28,254724191,576694155
3,28,-556157388,1663807059,3,28,-792021839,930952482
3,28,1259350497,-1221889395,3,28,254724191,576694155
3,28,1259350497,-1221889395,3,28,-792021839,930952482
3,30,-522699238,-473358395,3,30,263368008,307973455
3,34,869110358,1427454781,3,34,-2136623204,1065356845
3,34,869110358,1427454781,3,34,-82526753,131280751
3,35,536876299,208365157,3,35,925741645,-1422981226
3,36,1182773499,241581020,3,36,-788494796,-514153529
3,43,3276924,-1783160425,3,43,-1529445634,-1306127366
3,43,3276924,-1783160425,3,43,-173219396,-1319471002
3,45,-1923927371,-1557632823,3,45,651965926,-1603979202
3,45,-1923927371,-1557632823,3,45,265655961,2131966570
3,49,-524697998,-164021244,3,49,1077561513,836776012
3,50,-1694533353,229707288,3,50,-1037829620,1246350485
3,50,1490712681,1337434358,3,50,-1037829620,1246350485
3,50,-818110321,-893260061,3,50,-1037829620,1246350485
3,54,1580774143,1276686547,3,54,1302865085,1457622565
3,54,1580774143,1276686547,3,54,-1241848749,222514902
3,55,-2144949925,-890878775,3,55,-351380942,-1974169929
3,55,-2144949925,-890878775,3,55,2030912531,462441213
3,55,-2144949925,-890878775,3,55,167406339,-1395445014
3,56,63573419,2003368894,3,56,-1789792993,261244629
3,56,63573419,2003368894,3,56,-129639076,-2088575069
3,57,566809915,1045337434,3,57,-13566688,1195331800
3,57,1472690742,1354269058,3,57,-13566688,1195331800
3,58,-1154049586,73689006,3,58,1069964946,827023821
3,59,223990762,-1249589550,3,59,727064907,-433194133
3,59,223990762,-1249589550,3,59,279721,-650776002
3,62,-2071403623,-1076521067,3,62,936742460,-1337040455
3,62,-741518861,-1423372959,3,62,936742460,-1337040455
3,62,-954629552,-259789082,3,62,936742460,-1337040455
3,62,2005057298,-1157376283,3,62,936742460,-1337040455
3,62,627481743,-790465801,3,62,936742460,-1337040455
3,68,-1131514589,1969938294,3,68,274056329,-796883156
3,68,-1131514589,1969938294,3,68,-436915244,1558217937
3,68,-1131514589,1969938294,3,68,-83511316,-67424221
3,68,-1780510076,1490347728,3,68,274056329,-796883156
3,68,-1780510076,1490347728,3,68,-436915244,1558217937
3,68,-1780510076,1490347728,3,68,-83511316,-67424221
3,69,569584621,-856868013,3,69,446312897,-1541666606
3,69,569584621,-856868013,3,69,-1572233875,-1494024546
3,70,1007684628,1578863711,3,70,627567143,212706617
3,70,767964854,31838687,3,70,627567143,212706617
3,71,-184779238,876133040,3,71,-320582656,-526783288
3,71,-184779238,876133040,3,71,-960090512,288530621
3,73,1164288479,1293566143,,,,
3,80,-1109372949,1054172713,,,,
3,84,-408966827,-49725369,,,,
3,88,959299807,893776204,,,,
3,88,-795172794,1200942709,,,,
3,88,-859790896,1623174495,,,,
3,89,191805219,-1338657644,,,,
3,94,-1093246781,-1776032668,,,,
3,94,151877584,-1095001308,,,,
3,95,-257065189,-844423286,,,,
3,96,-505468294,2028247968,,,,
4,2,-1359528211,1889686829,,,,
4,2,2039939492,442770124,,,,
4,5,1354762528,-1725938111,,,,
4,7,-1968555303,-1536522571,,,,
4,12,1618070107,-1809230161,,,,
,,,,3,72,-934341867,438674680
,,,,3,75,-215397333,-1305799634
,,,,3,75,-1467766413,-1291035224
,,,,3,76,-689476587,-774456494
,,,,3,76,-1079310980,-1139279282
,,,,3,87,-862614353,1524159486
,,,,3,90,2135816663,1479342096
,,,,4,10,-271236236,-152344009
3,71,-184779238,876133040,3,71,-1975343335,1384192785
3,74,-786822605,426467276,3,74,2130840885,-1588758997
3,74,-786822605,426467276,3,74,1279979292,-304757169
3,74,966444920,-1498322926,3,74,2130840885,-1588758997
3,74,966444920,-1498322926,3,74,1279979292,-304757169
3,74,-541171707,1475038126,3,74,2130840885,-1588758997
3,74,-541171707,1475038126,3,74,1279979292,-304757169
3,77,1346989763,601527130,3,77,-471008785,-2103991309
3,77,1115647903,873006720,3,77,-471008785,-2103991309
3,78,-74491197,1758680739,3,78,1481615978,-153051247
3,81,2082483097,-476422937,3,81,1932528940,-680305252
3,81,2082483097,-476422937,3,81,-153898222,-1633246272
3,81,26885338,374627638,3,81,1932528940,-680305252
3,81,26885338,374627638,3,81,-153898222,-1633246272
3,81,554232570,-583987793,3,81,1932528940,-680305252
3,81,554232570,-583987793,3,81,-153898222,-1633246272
3,82,342852269,-1078360611,3,82,-752157942,-1214405417
3,82,-1238503944,2078592526,3,82,-752157942,-1214405417
3,83,-86662839,931746506,3,83,1095029775,-212392227
3,83,-86662839,931746506,3,83,1833351936,-1100024822
3,85,128271652,-1320263873,3,85,-1654255378,-835249397
3,85,-208359062,-1974764232,3,85,-1654255378,-835249397
3,91,-2124224814,-1939774916,3,91,653725274,-958285611
3,91,-338936158,949858391,3,91,653725274,-958285611
3,92,-1824860256,-1819442302,3,92,-1711809562,81877719
3,92,-1824860256,-1819442302,3,92,2035079515,1633571666
3,98,92191178,55324421,3,98,-651661823,-804906629
3,98,-1496322711,-1053705617,3,98,-651661823,-804906629
3,99,1318559936,-1092710200,3,99,497708261,-865814525
3,99,1318559936,-1092710200,3,99,-1290889391,-240111360
3,99,-1002849529,242000437,3,99,497708261,-865814525
3,99,-1002849529,242000437,3,99,-1290889391,-240111360
3,99,2143823648,-2035142988,3,99,497708261,-865814525
3,99,2143823648,-2035142988,3,99,-1290889391,-240111360
3,99,1513284388,2139771150,3,99,497708261,-865814525
3,99,1513284388,2139771150,3,99,-1290889391,-240111360
4,0,-528873065,1052668160,4,0,-994586805,1445225459
4,1,-2079798068,-1502549900,4,1,-802501663,-1024695404
4,3,1008817543,-801970764,4,3,-1603992467,-905031522
4,3,1008817543,-801970764,4,3,-1538429338,162010129
4,3,1008817543,-801970764,4,3,-3902059,413094915
4,4,-537810489,852875170,4,4,-859160274,1010592412
4,6,-1352677020,1197410480,4,6,1138941318,-1324866037
4,6,-1352677020,1197410480,4,6,-1479771524,-1095214763
4,6,-943547586,473582814,4,6,1138941318,-1324866037
4,6,-943547586,473582814,4,6,-1479771524,-1095214763
4,8,-27249070,1316441674,4,8,-192506393,-1405120454
4,8,-793842539,1286334947,4,8,-192506393,-1405120454
4,8,-661258665,1198285467,4,8,-192506393,-1405120454
4,9,430177304,566083433,4,9,-130648687,1637035254
4,9,430177304,566083433,4,9,-661442522,443766893
4,9,430177304,566083433,4,9,1179264128,-1237872826
4,11,1467420989,1116660201,4,11,1177038430,-88297290
4,13,511260764,424731528,4,13,-764695907,-1911361351
4,13,-1304859816,-1453575910,4,13,-764695907,-1911361351
4,14,790224081,-2017173042,4,14,-1053546875,-1288479345
4,14,790224081,-2017173042,4,14,-893893151,535777823
4,14,790224081,-2017173042,4,14,-1020242136,-347444332
4,16,-2054933353,310484701,4,16,1555494415,-448933450
4,16,-2054933353,310484701,4,16,1366945017,-1979004081
4,18,927189774,-511906650,4,18,838340656,513471331
4,18,927189774,-511906650,4,18,2104815381,-777662370
4,18,927189774,-511906650,4,18,2000131406,-80575533
4,18,872032190,1153130254,4,18,838340656,513471331
4,18,872032190,1153130254,4,18,2104815381,-777662370
4,18,872032190,1153130254,4,18,2000131406,-80575533
4,18,1790940441,2082329109,4,18,838340656,513471331
4,18,1790940441,2082329109,4,18,2104815381,-777662370
4,18,1790940441,2082329109,4,18,2000131406,-80575533
4,19,953791260,1420172898,4,19,618822970,-329538140
4,20,-956842928,-462619642,4,20,-939898033,-1183861230
4,20,-1283359057,676530889,4,20,-939898033,-1183861230
4,21,-1188502008,314567227,4,21,1487104140,1869584769
4,21,-1188502008,314567227,4,21,670441827,-204248627
4,21,-2050518476,2041333819,4,21,1487104140,1869584769
4,21,-2050518476,2041333819,4,21,670441827,-204248627
4,24,860530537,1312756761,,,,
4,26,-742270111,963515870,,,,
4,27,-1368451431,-1622835375,,,,
4,34,335587403,-1734648924,,,,
4,36,1721774165,-1470724788,,,,
4,36,1070734406,974306426,,,,
4,38,-1309059502,1919362277,,,,
4,46,1454250212,-945186956,,,,
4,46,57787742,583818881,,,,
4,48,300685944,-202085427,,,,
4,50,869066331,-294968732,,,,
4,52,1899820136,-41695409,,,,
4,61,410985983,1022709056,,,,
4,64,815550929,-624899029,,,,
4,64,1852394884,-152469856,,,,
4,70,-240975279,-1607473038,,,,
4,70,-1329789822,-1903738112,,,,
4,72,-1959564874,1541954797,,,,
4,74,-1965343365,839504376,,,,
4,74,967095241,-719261548,,,,
4,76,1788360290,-1078318450,,,,
4,78,-621660004,-617691268,,,,
4,79,-1849190001,1759701473,,,,
4,79,259310650,-451375561,,,,
4,79,-608480885,1278549360,,,,
4,84,-1533013485,-739905542,,,,
4,90,1590725984,579245706,,,,
,,,,4,25,706882976,548422985
,,,,4,25,-16120576,366995959
,,,,4,30,-767707585,-1139887627
,,,,4,37,1550143205,1995016935
,,,,4,37,84838023,631314715
,,,,4,40,1147807608,2105712575
,,,,4,41,-1218721653,1474288720
,,,,4,44,852505849,-1890957667
,,,,4,45,1206623,420877616
,,,,4,53,-973536145,309921128
,,,,4,53,-455120923,-94916301
,,,,4,57,-720210878,2106427077
,,,,4,59,-1780517775,935563914
,,,,4,60,-296094538,-1461278122
,,,,4,60,-454106924,634949053
,,,,4,69,-412263234,-1282945776
,,,,4,75,1205652567,-563651161
,,,,4,75,-1961077022,-670735419
,,,,4,75,1185431312,-522403010
,,,,4,83,-1886588337,-1140239987
,,,,4,86,-2062582145,-2043302191
,,,,4,86,1270465618,-1063452699
,,,,4,87,-867273964,-2000323524
,,,,4,87,340262328,-1605601196
,,,,4,87,-1471616445,1894271252
,,,,4,88,-883585940,949933082
,,,,4,89,595793917,1040908843
4,23,-1371353447,-486714209,4,23,183546499,-146475728
4,28,535443604,-1456073585,4,28,1892236286,-825388055
4,29,-663755897,-2120092672,4,29,1917118174,1707231928
4,29,1716339766,-1261489101,4,29,1917118174,1707231928
4,31,176579104,225697641,4,31,1654974053,-1935554863
4,31,-343409021,76883821,4,31,1654974053,-1935554863
4,31,-396016770,814601873,4,31,1654974053,-1935554863
4,33,1382406834,-209528847,4,33,625605811,-1519483686
4,33,-2113651813,-226811212,4,33,625605811,-1519483686
4,35,-1342511703,-280955606,4,35,-1156265220,408090546
4,39,1904680949,-2102201738,4,39,736108166,104993965
4,39,1904680949,-2102201738,4,39,-113573729,-1151865200
4,43,131881089,-1389518527,4,43,121526853,-784648007
4,43,-1997240249,-429651017,4,43,121526853,-784648007
4,43,20210249,-334496783,4,43,121526853,-784648007
4,47,1681273877,962484133,4,47,331769504,-887584158
4,49,532387958,-777779586,4,49,2004338675,-974712913
4,51,1673719040,1566717798,4,51,-825307950,761362948
4,54,1219224815,1018572207,4,54,29941936,-2099577368
4,54,1219224815,1018572207,4,54,1831005455,170843707
4,56,612602014,994634940,4,56,-1774701254,-695957596
4,56,612602014,994634940,4,56,-925023815,685816039
4,56,1424965073,479505280,4,56,-1774701254,-695957596
4,56,1424965073,479505280,4,56,-925023815,685816039
4,56,610818979,-1812855488,4,56,-1774701254,-695957596
4,56,610818979,-1812855488,4,56,-925023815,685816039
4,62,-1269079422,-1292227816,4,62,-931320796,-413865642
4,63,-1154983009,-1112946815,4,63,-336564070,-798149523
4,63,-1154983009,-1112946815,4,63,-1554478755,331241694
4,63,1506016734,-1296951275,4,63,-336564070,-798149523
4,63,1506016734,-1296951275,4,63,-1554478755,331241694
4,63,-1293109323,269002873,4,63,-336564070,-798149523
4,63,-1293109323,269002873,4,63,-1554478755,331241694
4,65,-1223460783,1925393492,4,65,23217632,-952903513
4,65,1573787513,-1674544298,4,65,23217632,-952903513
4,71,-1687601050,804907407,4,71,-1513433677,-1038220087
4,71,-1687601050,804907407,4,71,-1657692663,804998374
4,73,1162658602,430981787,4,73,1087211491,-1289914225
4,73,1162658602,430981787,4,73,540005685,-276888181
4,77,2008653229,1188852797,4,77,-663751422,861313465
4,77,830032686,-649384696,4,77,-663751422,861313465
4,80,321706010,-1593559122,4,80,-1364394705,1933962460
4,81,-2094762375,939315751,4,81,648614268,-602510919
4,82,1991154189,712539560,4,82,181393707,1400371989
4,85,132796315,-2138140986,4,85,418995684,-464556675
4,85,132796315,-2138140986,4,85,-282621574,-458503535
4,90,1731699275,-1243817929,,,,
4,92,-673584996,-1479692561,,,,
4,93,1698977633,1682128439,,,,
4,94,1468533629,-1779181618,,,,
4,94,1976484271,76933847,,,,
4,99,2134008414,-809542279,,,,
5,3,-1680992386,1033123257,,,,
5,3,-840709110,1005743930,,,,
5,4,1317607687,502730620,,,,
5,5,-90407571,788209628,,,,
5,5,20929745,2088891519,,,,
5,20,783170837,1543928290,,,,
5,20,18789730,-584442029,,,,
5,21,-1622830126,-2048231328,,,,
5,23,-816286294,-838831125,,,,
5,25,-1923627970,1912886205,,,,
5,25,-1618290872,-1839250752,,,,
5,30,-992368619,-2094158255,,,,
5,31,-513253019,-160958885,,,,
5,31,-1095791042,-691396311,,,,
5,31,2137775159,734298563,,,,
5,31,1612919953,279604116,,,,
5,31,-1839032434,-104969868,,,,
5,40,-1067468736,52557514,,,,
,,,,4,96,-1307607174,-1500069578
,,,,4,97,2111540875,129934391
,,,,5,1,-949549715,-1459447661
,,,,5,2,-1861609165,546265306
,,,,5,2,-9613228,1566791734
,,,,5,10,126345755,160925263
,,,,5,10,-315863087,2031779365
,,,,5,12,1352388043,4972083
,,,,5,12,947628085,1398098438
,,,,5,12,2000169444,-45947756
,,,,5,12,229044310,-1711986095
,,,,5,27,256200156,-572229440
,,,,5,27,495243502,-498953876
,,,,5,38,-1894324598,-1222635328
4,91,-953151513,1396867075,4,91,335799956,-535872600
4,91,-11020405,-1300835706,4,91,335799956,-535872600
4,91,-1660653978,-858100139,4,91,335799956,-535872600
4,95,1696338181,-2124192525,4,95,1461975442,1272278174
4,95,1696338181,-2124192525,4,95,1910493703,-373403373
4,98,-881409428,561675849,4,98,1019784446,30481828
5,0,924757409,664335323,5,0,154019098,1821052285
5,0,924757409,664335323,5,0,-1732171118,-1631801467
5,6,292006981,-857785016,5,6,1963822694,-1118155151
5,6,292006981,-857785016,5,6,204516521,1214141387
5,6,292006981,-857785016,5,6,2063103257,458060402
5,7,1014368204,1046449490,5,7,-848408048,-1129595482
5,7,1014368204,1046449490,5,7,1620806762,432267299
5,8,-1653056138,-2127866689,5,8,2108448042,460954286
5,9,-1778186469,-1150834799,5,9,-1772284151,-895516928
5,9,-1778186469,-1150834799,5,9,-1888555819,-1895935861
5,13,-1418117061,-1648940834,5,13,-78606843,-456213454
5,14,-952864610,481848543,5,14,1786388850,-623550196
5,14,-1841277978,1274079166,5,14,1786388850,-623550196
5,16,-830249585,2081409654,5,16,1977181256,1133954615
5,16,1802330699,-2038659954,5,16,1977181256,1133954615
5,17,1137406678,1359137997,5,17,-1407451779,-965055338
5,17,1137406678,1359137997,5,17,762948131,-171522150
5,17,-1679141654,-1990550834,5,17,-1407451779,-965055338
5,17,-1679141654,-1990550834,5,17,762948131,-171522150
5,17,-117084005,-2000214379,5,17,-1407451779,-965055338
5,17,-117084005,-2000214379,5,17,762948131,-171522150
5,18,-1239152471,975580668,5,18,303715622,-387890211
5,18,148014144,1574589122,5,18,303715622,-387890211
5,19,63281050,-1157103276,5,19,950595803,-172283280
5,22,13563619,13733669,5,22,-1868510628,-108333798
5,22,13563619,13733669,5,22,1377381702,1285239092
5,22,13563619,13733669,5,22,1802347012,185208081
5,24,-1069593700,-2065875411,5,24,757850478,1309638782
5,24,-2110520047,681515963,5,24,757850478,1309638782
5,26,-331509600,715549599,5,26,-537551018,-327678934
5,26,-331509600,715549599,5,26,-1061303536,-114693009
5,26,-331509600,715549599,5,26,1225174312,-1338246656
5,26,-1907184801,-951911351,5,26,-537551018,-327678934
5,26,-1907184801,-951911351,5,26,-1061303536,-114693009
5,26,-1907184801,-951911351,5,26,1225174312,-1338246656
5,28,-1119325417,15410398,5,28,942394426,-1106701535
5,29,756489472,-491861176,5,29,-1403593169,-745155015
5,32,406262683,-611734289,5,32,189247166,-928353659
5,32,406262683,-611734289,5,32,-891328243,-1662269282
5,32,406262683,-611734289,5,32,-927028788,-921657583
5,32,-1008317823,1320730081,5,32,189247166,-928353659
5,32,-1008317823,1320730081,5,32,-891328243,-1662269282
5,32,-1008317823,1320730081,5,32,-927028788,-921657583
5,34,133950291,-2103901888,5,34,1749056143,150531304
5,35,760560040,-1162913537,5,35,1375569123,335594217
5,35,760560040,-1162913537,5,35,-762198824,376332858
5,36,-425299414,829197320,5,36,-1824034517,1743382691
5,36,137054511,875865407,5,36,-1824034517,1743382691
5,37,-1249183608,-151628732,5,37,1144454891,826848715
